xi,mu,sigma0,adm_mass,max_phi,A_inf,B_inf,converged,trivial,residual
-20.0,0.7333333333333333,0.02113157894736842,-2.1965005571964661e-10,1.2789115861491445e-17,1.0,0.999999999993557,True,True,9.439575048931062e-14
-20.0,0.7333333333333333,0.02638947368421053,1.9893178013965308e-11,3.528029515378476e-16,0.9999999999999999,1.0000000000005835,True,True,1.9526382209989435e-13
-20.0,0.7333333333333333,0.03164736842105263,-1.2896502048094631e-08,1.80606958527623e-13,1.0,0.9999999996217026,True,True,9.357122948492074e-12
-20.0,0.7333333333333333,0.03690526315789474,-1.267508825170632e-09,6.6737575098602504e-18,1.0000000000000002,0.9999999999628199,True,True,7.293942439168032e-12
-20.0,0.7333333333333333,0.04216315789473685,-1.0957076155484267e-08,2.0819700992443496e-20,1.0,0.9999999996785924,True,True,4.6212392195025096e-11
-20.0,0.7333333333333333,0.047421052631578954,-1.9267920592369592e-08,1.2356569778529337e-13,0.9999999999999999,0.9999999994348078,True,True,8.742896740068228e-11
-20.0,0.7333333333333333,0.05267894736842106,1.490222339468e-08,1.6524461806346597e-14,1.0000000000000002,1.0000000004371319,True,True,8.579861124563459e-11
-20.0,0.7333333333333333,0.05793684210526316,-4.6899650829601576e-08,2.342628983927334e-12,1.0,0.999999998624277,True,True,3.30363100462609e-10
-20.0,0.7333333333333333,0.06319473684210526,-3.183112864200346e-09,7.643280131829779e-18,1.0,0.9999999999066288,True,True,1.3465928541798619e-11
-20.0,0.7333333333333333,0.06845263157894738,1.5819830294235133e-08,1.0468395871111923e-15,0.9999999999999999,1.0000000004640484,True,True,5.476474014897968e-11
-20.0,0.7333333333333333,0.07371052631578948,1.2601071701241877e-08,8.626634691855422e-14,1.0,1.0000000003696314,True,True,6.455652243142666e-12
-20.0,0.7333333333333333,0.07896842105263159,-9.450145211819074e-09,1.154166418659256e-18,1.0,0.9999999997227959,True,True,3.6388129359994743e-11
-20.0,0.7333333333333333,0.08422631578947369,-2.5458368746456017e-07,7.899173428258029e-12,0.9999999999999999,0.999999992532212,True,True,6.513205569580511e-11
-20.0,0.7333333333333333,0.08948421052631579,-1.3853342715399529e-08,3.2959872331070658e-15,0.9999999999999999,0.9999999995936353,True,True,3.093083450534899e-11
-20.0,0.7333333333333333,0.0947421052631579,-5.1032458562002864e-08,5.973531281102115e-16,0.9999999999999999,0.9999999985030479,True,True,2.483746015509804e-10
-20.0,0.7333333333333333,0.1,1.120641458417605e-09,9.840480898092493e-18,1.0,1.0000000000328721,True,True,1.1073217011673035e-11
-20.0,0.9444444444444444,0.0001,-1.3698970193503865e-07,3.2500618109151056e-13,1.0,0.9999999948248335,True,True,4.626296185229304e-11
-20.0,0.9444444444444444,0.005357894736842106,-1.1414141396754224e-07,6.174003557064635e-12,0.9999999999999999,0.999999995687991,True,True,1.6494737765970967e-10
-20.0,0.9444444444444444,0.01061578947368421,-5.288640114078108e-09,5.332890235998366e-13,0.9999999999999999,0.9999999998002069,True,True,3.197401338715303e-11
-20.0,0.9444444444444444,0.015873684210526314,2.425935775792166e-07,1.0372943555678776e-11,1.0,1.0000000091646464,True,True,3.333634443122897e-10
-20.0,0.9444444444444444,0.02113157894736842,2.838905581203268e-12,1.248661517477307e-17,1.0,1.0000000000001072,True,True,8.27059948047942e-15
-20.0,0.9444444444444444,0.02638947368421053,1.700992288199225e-11,3.0267639467913386e-16,1.0000000000000002,1.0000000000006426,True,True,1.6305278118197554e-13
-20.0,0.9444444444444444,0.03164736842105263,-5.7990553535640125e-09,1.6104989808459437e-13,1.0000000000000002,0.9999999997809247,True,True,1.3516542206243995e-11
-20.0,0.9444444444444444,0.03690526315789474,-1.210954865794132e-09,4.703272673891824e-18,1.0000000000000002,0.9999999999542529,True,True,1.0869517140464593e-11
-20.0,0.9444444444444444,0.04216315789473685,-7.3453772476237674e-09,9.613217989752382e-21,0.9999999999999999,0.9999999997225081,True,True,5.4688444279750636e-11
-20.0,0.9444444444444444,0.047421052631578954,-9.960702850766185e-09,1.106649328848343e-13,1.0,0.9999999996237069,True,True,1.2367861604282928e-10
-20.0,0.9444444444444444,0.05267894736842106,1.3468878953325296e-08,1.3198325907983914e-14,0.9999999999999999,1.0000000005088243,True,True,1.1266952879828355e-10
-20.0,0.9444444444444444,0.05793684210526316,7.514518419280676e-10,2.3092438151728556e-13,0.9999999999999999,1.0000000000283882,True,True,1.99437749397131e-11
-20.0,0.9444444444444444,0.06319473684210526,-2.2046482286822645e-09,6.6325889017985e-18,1.0,0.9999999999167133,True,True,1.5471798907122607e-11
-20.0,0.9444444444444444,0.06845263157894738,9.593067516826015e-09,4.776714233710689e-16,0.9999999999999999,1.0000000003624048,True,True,5.506696287452655e-11
-20.0,0.9444444444444444,0.07371052631578948,7.268174297708437e-09,7.371842542632039e-14,1.0,1.0000000002745755,True,True,7.193740575473735e-12
-20.0,0.9444444444444444,0.07896842105263159,-4.671486726860007e-09,1.2039838151710509e-18,1.0,0.9999999998235217,True,True,3.124278725331933e-11
-20.0,0.9444444444444444,0.08422631578947369,-1.8509899495497582e-09,3.359672495202343e-13,1.0,0.9999999999300738,True,True,7.440616889800924e-12
-20.0,0.9444444444444444,0.08948421052631579,9.994946047279829e-11,5.1284642322780966e-20,0.9999999999999999,1.0000000000037759,True,True,6.707326053860129e-14
-20.0,0.9444444444444444,0.0947421052631579,-1.1095830137050786e-10,2.0198012483314286e-21,1.0,0.9999999999958084,True,True,8.384157567325162e-14
-20.0,1.1555555555555557,0.0001,-1.1248373866960921e-07,3.2748919355000605e-13,0.9999999999999999,0.9999999948007516,True,True,6.113211839459034e-11
-20.0,1.1555555555555557,0.005357894736842106,-1.116642931965937e-07,6.341520041171622e-12,1.0,0.9999999948386283,True,True,2.2257159365314817e-10
-20.0,1.1555555555555557,0.01061578947368421,-2.6554383691923533e-09,3.7923622173433865e-13,0.9999999999999999,0.9999999998772598,True,True,3.89482587642813e-11
-20.0,1.1555555555555557,0.015873684210526314,-8.352453344347037e-11,3.097373297638425e-16,1.0,0.9999999999961394,True,True,8.927925912717691e-14
-20.0,1.1555555555555557,0.02113157894736842,-1.5228203313728708e-12,1.0477392290734332e-17,1.0,0.9999999999999296,True,True,9.190647355019647e-15
-20.0,1.1555555555555557,0.02638947368421053,5.864059238191999e-11,2.3014597321759545e-16,1.0000000000000002,1.0000000000027105,True,True,1.0367568533037081e-13
-20.0,1.1555555555555557,0.03164736842105263,-3.850415179004111e-09,1.3268899155709526e-13,1.0,0.9999999998220253,True,True,3.89304789993332e-11
-20.0,1.1555555555555557,0.03690526315789474,-1.1388005922878637e-09,2.7508159515470453e-18,1.0,0.9999999999473622,True,True,1.498128022018158e-11
-20.0,1.1555555555555557,0.04216315789473685,-2.1091489132130956e-08,1.751538001373602e-17,1.0,0.9999999990251045,True,True,2.1115232158009313e-10
-20.0,1.1555555555555557,0.047421052631578954,-3.5417149982017384e-09,9.078162725302903e-14,1.0,0.9999999998362941,True,True,1.6499889754651094e-10
-20.0,1.1555555555555557,0.05267894736842106,1.2426146650107866e-08,9.789254407665087e-15,0.9999999999999999,1.0000000005743641,True,True,1.4109215448166108e-10
-20.0,1.1555555555555557,0.05793684210526316,3.9344489205079137e-10,2.461270239713138e-13,0.9999999999999999,1.000000000018186,True,True,2.4223766420245667e-11
-20.0,1.1555555555555557,0.06319473684210526,-1.7838423046393577e-09,1.3062065687681459e-18,0.9999999999999999,0.999999999917547,True,True,1.7133755357332728e-11
-20.0,1.1555555555555557,0.06845263157894738,6.312858889480675e-09,6.06522151078963e-17,1.0,1.0000000002917944,True,True,5.6036879840254276e-11
-20.0,1.1555555555555557,0.07371052631578948,-1.687063950078355e-10,1.3475788968792636e-17,1.0000000000000002,0.9999999999922021,True,True,1.7996273118282144e-12
-20.0,1.1555555555555557,0.07896842105263159,-6.289344045562473e-10,2.5632721531834055e-19,1.0,0.9999999999709294,True,True,9.668474813296464e-12
-20.0,1.1555555555555557,0.08422631578947369,-3.942488643241622e-08,1.8563980220947443e-13,0.9999999999999999,0.9999999981776942,True,True,8.238990746224935e-11
-20.0,1.1555555555555557,0.08948421052631579,2.6871293651736367e-10,5.1997233583097e-18,1.0,1.0000000000124205,True,True,2.8723137455390253e-13
-20.0,1.1555555555555557,0.0947421052631579,-3.216273401453516e-10,6.668913812992381e-19,1.0,0.9999999999851338,True,True,3.282644280616029e-13
-20.0,1.3666666666666667,0.0001,-9.554554302209517e-08,3.2991654325491634e-13,1.0,0.9999999947768438,True,True,7.324597878366792e-11
-20.0,1.3666666666666667,0.005357894736842106,-1.1023478065323349e-07,6.4679893859728915e-12,1.0,0.9999999939738321,True,True,2.911802028721899e-10
-20.0,1.3666666666666667,0.01061578947368421,-1.0019302460865973e-09,2.3127658501892295e-13,1.0,0.9999999999452278,True,True,4.9351351263189284e-11
-20.0,1.3666666666666667,0.015873684210526314,-1.848724425578561e-10,1.4803569409208965e-16,1.0,0.9999999999898936,True,True,1.941179069869324e-13
-20.0,1.3666666666666667,0.02113157894736842,5.4671470602706574e-09,3.854407224988476e-12,0.9999999999999999,1.0000000002988707,True,True,9.26459955004203e-11
-20.0,1.3666666666666667,0.02638947368421053,-3.372505526876588e-11,1.5285025313446045e-16,1.0,0.9999999999981565,True,True,4.380689403513142e-14
-20.0,1.3666666666666667,0.03164736842105263,-1.453129892837177e-08,4.703427115530185e-13,1.0,0.9999999992056223,True,True,3.995284169881152e-11
-20.0,1.3666666666666667,0.03690526315789474,-1.1727895077848555e-09,1.289966837027168e-18,1.0,0.9999999999358875,True,True,1.8866553288359665e-11
-20.0,1.3666666666666667,0.04216315789473685,-1.837238491423555e-08,2.02863549161181e-18,1.0,0.999999998995643,True,True,2.5772497813108857e-10
-20.0,1.3666666666666667,0.047421052631578954,1.1132111492780197e-09,6.82297460506543e-14,1.0,1.0000000000608555,True,True,2.041542016908222e-10
-20.0,1.3666666666666667,0.05267894736842106,1.1018263537326958e-08,6.112724944526525e-15,1.0,1.0000000006023317,True,True,1.6846996927492427e-10
-20.0,1.3666666666666667,0.05793684210526316,2.2851233100873177e-10,2.680138670486482e-13,0.9999999999999999,1.000000000012492,True,True,2.789434106651561e-11
-20.0,1.3666666666666667,0.06319473684210526,-1.2934856437973063e-09,2.7584792246751345e-18,1.0,0.9999999999292895,True,True,1.8310102995030632e-11
-20.0,1.3666666666666667,0.06845263157894738,4.575364477532054e-09,2.4448158294714775e-16,0.9999999999999999,1.00000000025012,True,True,5.7549871994924486e-11
-20.0,1.3666666666666667,0.07371052631578948,-2.49645832461627e-10,1.998336587298988e-17,1.0,0.9999999999863527,True,True,1.968520902485666e-12
-20.0,1.3666666666666667,0.07896842105263159,-4.042839234118008e-09,1.3370648203743987e-18,0.9999999999999999,0.9999999997789915,True,True,5.4038591989300486e-11
-20.0,1.3666666666666667,0.08422631578947369,5.3994877674681196e-08,2.0130171546053933e-12,1.0000000000000002,1.00000000295172,True,True,1.3675183396676756e-10
-20.0,1.3666666666666667,0.08948421052631579,1.1968068812407405e-10,3.4013890506160808e-18,1.0,1.0000000000065425,True,True,1.1071964326482686e-12
-20.0,1.3666666666666667,0.0947421052631579,-2.930176426699712e-11,3.444526192332005e-20,1.0,0.9999999999983983,True,True,7.812207919860805e-13
-20.0,1.577777777777778,0.0001,-8.313182536722837e-08,3.323101464731001e-13,0.9999999999999999,0.9999999947534582,True,True,8.316789182295266e-11
-20.0,1.577777777777778,0.005357894736842106,-1.108620237864254e-11,2.3664298634052563e-16,1.0000000000000002,0.9999999999993004,True,True,4.9897915154625374e-14
-20.0,1.577777777777778,0.01061578947368421,-1.2034422754100473e-09,2.792119517528058e-13,1.0,0.9999999999240494,True,True,7.376792289128506e-11
-20.0,1.577777777777778,0.015873684210526314,1.0391511594871365e-09,1.3708917739083765e-13,0.9999999999999999,1.000000000065582,True,True,5.317120424191729e-12
-20.0,1.577777777777778,0.02113157894736842,-5.293191941096148e-09,3.5907375229775716e-12,1.0,0.9999999996659408,True,True,8.294479294361503e-11
-20.0,1.577777777777778,0.02638947368421053,3.777963857247337e-11,8.604567557445453e-17,1.0,1.0000000000023843,True,True,7.00323749829986e-14
-20.0,1.577777777777778,0.03164736842105263,-5.873087227815482e-09,3.6294127942098795e-13,1.0,0.9999999996293429,True,True,5.7138531907309696e-11
-20.0,1.577777777777778,0.03690526315789474,-1.759500995605959e-09,6.6209820584638206e-18,0.9999999999999999,0.999999999888956,True,True,4.103653689908301e-11
-20.0,1.577777777777778,0.04216315789473685,-1.5999933772247816e-08,4.867731598232621e-18,1.0,0.9999999989902265,True,True,3.0324795419425934e-10
-20.0,1.577777777777778,0.047421052631578954,3.6173212312852807e-09,2.7399596674403132e-14,0.9999999999999999,1.0000000002282932,True,True,1.813308634778234e-10
-20.0,1.577777777777778,0.05267894736842106,-1.4301834364681232e-08,4.6648610082228835e-14,1.0000000000000002,0.9999999990973953,True,True,2.3179913219892872e-10
-20.0,1.577777777777778,0.05793684210526316,-3.4346436962146087e-07,2.6849308835637196e-13,0.9999999999999999,0.9999999783235826,True,True,2.0113246360630413e-09
-20.0,1.577777777777778,0.06319473684210526,-1.062755517392028e-09,1.353068757810576e-17,1.0,0.9999999999329283,True,True,1.978263948422157e-11
-20.0,1.577777777777778,0.06845263157894738,3.6810097223859432e-09,4.870825981643438e-16,1.0,1.0000000002323126,True,True,6.278566024686588e-11
-20.0,1.577777777777778,0.07371052631578948,-2.3794698605838576e-10,3.5235160267000933e-19,1.0,0.9999999999849829,True,True,2.5585289452273207e-12
-20.0,1.577777777777778,0.07896842105263159,6.046276155803003e-09,2.7535551313347717e-16,1.0,1.0000000003815872,True,True,1.187294596900454e-10
-20.0,1.577777777777778,0.08422631578947369,-1.727989582408855e-08,3.024273377040997e-13,1.0,0.9999999989094467,True,True,6.665133464707178e-11
-20.0,1.577777777777778,0.08948421052631579,1.0167922841725465e-10,6.999164320267184e-19,0.9999999999999999,1.000000000006417,True,True,9.037223129477833e-13
-20.0,1.788888888888889,0.0001,-7.364084497476e-08,3.345846020156879e-13,0.9999999999999999,0.9999999947305885,True,True,8.974809037960595e-11
-20.0,1.788888888888889,0.005357894736842106,-1.1621138833848105e-11,2.610551005439287e-16,0.9999999999999999,0.9999999999991686,True,True,7.047421310404651e-14
-20.0,1.788888888888889,0.01061578947368421,4.703070231396579e-11,1.2397160488820214e-13,1.0,1.0000000000033653,True,True,8.49404136710528e-11
-20.0,1.788888888888889,0.015873684210526314,1.184813117181766e-09,1.0844970094271027e-13,1.0,1.00000000008478,True,True,6.79435216387874e-12
-20.0,1.788888888888889,0.02113157894736842,-1.1031920718555427e-08,3.280703061806366e-12,1.0,0.9999999992106049,True,True,8.851916776356188e-11
-20.0,1.788888888888889,0.02638947368421053,7.584926475720941e-11,3.9127486206224916e-17,0.9999999999999999,1.0000000000054274,True,True,1.9056696968009307e-13
-20.0,1.788888888888889,0.03164736842105263,-7.12060534759076e-09,5.394123836778288e-13,0.9999999999999999,0.9999999994904812,True,True,9.070339506528844e-11
-20.0,1.788888888888889,0.03690526315789474,-2.352835317880234e-09,7.743495976011613e-18,1.0,0.9999999998316417,True,True,6.450217254300462e-11
-20.0,1.788888888888889,0.04216315789473685,-1.3704720588183835e-08,9.035051240703273e-19,1.0,0.9999999990193512,True,True,3.2990589471827786e-10
-20.0,1.788888888888889,0.047421052631578954,5.08113737420616e-09,1.7087742501007172e-14,1.0,1.0000000003635836,True,True,2.0048630613612544e-10
-20.0,1.788888888888889,0.05267894736842106,-9.743901337962458e-09,3.255702763733009e-14,1.0,0.9999999993027697,True,True,2.492232969124166e-10
-20.0,1.788888888888889,0.05793684210526316,-2.5470848411790274e-07,1.8040521204480782e-13,1.0,0.9999999817741932,True,True,1.8959737713655975e-09
-20.0,1.788888888888889,0.06319473684210526,-2.084953203873516e-07,1.0607158126422655e-11,0.9999999999999999,0.9999999850810019,True,True,1.0945015035058675e-09
-20.0,1.788888888888889,0.06845263157894738,3.285871574831844e-09,6.838769326745036e-16,1.0,1.0000000002351224,True,True,7.033964445621215e-11
-20.0,1.788888888888889,0.07371052631578948,-1.178693788535478e-09,4.3975989827981786e-18,0.9999999999999999,0.999999999915658,True,True,2.7798698514880248e-11
-20.0,1.788888888888889,0.07896842105263159,3.4630807538397383e-09,7.465295050111832e-17,1.0,1.0000000002478027,True,True,7.679402410649396e-11
-20.0,1.788888888888889,0.08422631578947369,-5.075904293156921e-08,1.3269970323166767e-12,1.0,0.9999999963679085,True,True,1.8829165717548923e-10
-20.0,1.788888888888889,0.08948421052631579,-1.439522414313921e-09,2.2773507468730907e-16,1.0,0.9999999998969943,True,True,4.65926032507369e-11
-20.0,2.0,0.0001,-6.61433130488831e-08,3.368279236333158e-13,1.0,0.999999994708535,True,True,9.658966717224456e-11
-20.0,2.0,0.005357894736842106,2.2870594307278225e-12,2.823925051223024e-16,0.9999999999999999,1.000000000000183,True,True,9.60920232628897e-14
-20.0,2.0,0.01061578947368421,5.734940300428093e-10,1.2138647473718127e-13,1.0,1.0000000000458795,True,True,8.874437188600477e-11
-20.0,2.0,0.015873684210526314,1.1149858814007985e-09,8.212272143229218e-14,1.0,1.0000000000891989,True,True,8.070535364572486e-12
-20.0,2.0,0.02113157894736842,-1.3561476941426065e-08,2.9384404385317107e-12,1.0000000000000002,0.999999998915082,True,True,8.28868449332521e-11
-20.0,2.0,0.02638947368421053,1.316169395693123e-11,1.2757159590186199e-17,1.0,1.000000000001053,True,True,7.115849548196854e-14
-20.0,2.0,0.03164736842105263,-7.907563492892677e-09,3.634125225086586e-13,1.0,0.9999999993673949,True,True,3.2332682324843237e-10
-20.0,2.0,0.03690526315789474,-2.049618808008802e-09,1.822474560128838e-18,1.0,0.9999999998360305,True,True,7.364801660734663e-11
-20.0,2.0,0.04216315789473685,-1.6625312238005563e-10,5.984593681746603e-18,1.0,0.9999999999866998,True,True,6.632006058314835e-12
-20.0,2.0,0.047421052631578954,-1.2198919652206541e-08,1.2911687522659738e-13,0.9999999999999999,0.9999999990240865,True,True,3.437318463280033e-10
-20.0,2.0,0.05267894736842106,-6.708819610956596e-09,2.3250495736091407e-14,1.0,0.9999999994632944,True,True,2.608814965562412e-10
-20.0,2.0,0.05793684210526316,-1.8462598672108754e-07,8.12987931586501e-14,1.0,0.9999999852299213,True,True,1.7590743630480224e-09
-20.0,2.0,0.06319473684210526,-1.9133108708491164e-07,1.0003624239030014e-11,0.9999999999999999,0.9999999846935133,True,True,1.2428157383017148e-09
-20.0,2.0,0.06845263157894738,3.2465807819903603e-09,9.25360497664623e-16,1.0,1.0000000002597265,True,True,8.553951328610734e-11
-20.0,2.0,0.07371052631578948,-9.84443082607811e-10,2.0612283844823635e-18,1.0,0.9999999999212447,True,True,2.9136684189649425e-11
-20.0,2.0,0.07896842105263159,7.760422859881544e-09,5.212897137516521e-16,1.0,1.0000000006208338,True,True,2.0219222727241064e-10
-20.0,2.0,0.08422631578947369,4.012346010995316e-11,2.4108272010676904e-18,1.0,1.0000000000032099,True,True,1.2428280631835164e-13
-20.0,2.0,0.08948421052631579,-2.2742918659446332e-11,4.259311291485099e-23,1.0000000000000002,0.9999999999981807,True,True,7.98960897760832e-14
-18.0,0.1,0.0001,-1.6539334457554844e-05,6.998372263559772e-10,1.0,0.9999999338426665,True,True,1.0893203916897501e-10
-18.0,0.1,0.005357894736842106,-1.0095570546209132e-05,1.6222711100546897e-13,1.0,0.9999999596177195,True,True,2.1002214339090836e-10
-18.0,0.1,0.01061578947368421,-2.3353080580434948e-07,8.670352659863507e-16,0.9999999999999999,0.9999999990658768,True,True,4.701789180970316e-12
-18.0,0.1,0.015873684210526314,-1.4331669184741713e-07,1.2632812607125575e-11,1.0,0.9999999994267332,True,True,3.8202562392142295e-11
-18.0,0.1,0.02113157894736842,0.0002168345294428775,4.709340374285746e-10,1.0,1.00000086733887,True,True,2.233098023395355e-09
-18.0,0.1,0.02638947368421053,-1.7700840793111183e-09,6.186418646500415e-19,1.0000000000000002,0.9999999999929198,True,True,1.4203749288128477e-14
-18.0,0.3111111111111111,0.0001,-2.984250525266725e-07,2.081817428047216e-13,1.0000000000000002,0.9999999962862661,True,True,1.126117384879355e-11
